id,date,nday,h,m,foF2,h'Es,comp_1,comp_2
ak002dlpsbnr,2002-10-17,6.0,23,15,9.366666666666667,109.72222222222223,1.0757279917063,-0.1575153408149281
ak002dlpsbnr,2002-10-17,6.0,23,30,8.3625,118.94185284702526,1.05204039817088,0.20276635419433522
ak002dlpsbnr,2002-10-17,6.0,23,45,9.766666666666667,115.76741138810104,1.285737627389212,0.5460672082614368
ak002dlpsbnr,2002-10-18,5.0,0,0,9.95625,111.6123073924798,1.0273500294213176,-0.5433410191233541
ak002dlpsbnr,2002-10-18,5.0,0,15,8.956666666666663,119.42247046270036,0.9122271188725072,-0.20566095898851416
ak002dlpsbnr,2002-10-18,5.0,0,30,9.1375,112.5,0.9590688425057651,0.11587205790298045
ak002dlpsbnr,2002-10-18,5.0,0,45,8.463333333333333,118.589137129367,0.9382590177672894,0.45296771813133696
ak002dlpsbnr,2002-10-18,5.0,1,0,10.0,120.29185284702528,0.9092829594013911,-0.560996633007796
ak002dlpsbnr,2002-10-18,5.0,1,15,9.511111111111113,126.66666666666669,0.9602578039027062,-0.2111556671790574
ak002dlpsbnr,2002-10-18,5.0,1,30,10.05,115.1128723607172,0.8977412430609434,0.09428709206863038
ak002dlpsbnr,2002-10-18,5.0,1,45,9.95,120.25580379603369,0.9252864007282295,0.4292653985518626
ak002dlpsbnr,2002-10-18,5.0,2,0,9.65,112.81135935158925,0.6486932141042644,-0.568664856015872
ak002dlpsbnr,2002-10-18,5.0,2,15,9.933333333333334,123.84494092540069,0.8500842745015839,-0.2490630543522783
ak002dlpsbnr,2002-10-18,5.0,2,30,9.665,107.07555854107578,0.5485413211768896,0.07445677954029238
ak002dlpsbnr,2002-10-18,5.0,2,45,9.000000000000002,115.76741138810104,0.4767151279474124,0.433071041292627
ak002dlpsbnr,2002-10-18,5.0,3,0,7.8275000000000015,120.07555854107578,0.21056696330234836,-0.557781715468406
ak002dlpsbnr,2002-10-18,5.0,3,15,7.816666666666666,115.76741138810104,0.18907957953462698,-0.22296750240084534
ak002dlpsbnr,2002-10-18,5.0,3,30,7.39125,118.07555854107578,0.06428643323123086,0.11450424928652655
ak002dlpsbnr,2002-10-18,5.0,3,45,6.4,115.76741138810104,0.01654042510774686,0.4664435268479642
ak002dlpsbnr,2002-10-18,5.0,4,0,6.438285714285715,112.22125026952612,-0.0750976105364182,-0.5347922251777811
ak002dlpsbnr,2002-10-18,5.0,4,15,6.135166666666668,111.92247046270036,0.004430730447023268,-0.19130322148401438
ak002dlpsbnr,2002-10-18,5.0,4,30,6.032113095238096,114.19185284702526,-0.1634891202985074,0.11732988744215164
ak002dlpsbnr,2002-10-18,5.0,4,45,5.778333333333332,114.9780260182559,-0.06386947090543595,0.4662548052122054
ak002dlpsbnr,2002-10-18,5.0,5,0,4.44,119.69185284702526,-0.4769865565503974,-0.5269587050332467
ak002dlpsbnr,2002-10-18,5.0,5,15,4.6,127.66666666666669,-0.41583850446359605,-0.17249385203245227
ak002dlpsbnr,2002-10-18,5.0,5,30,5.4025,107.69185284702526,-0.328232689683046,0.12359007022751689
ak002dlpsbnr,2002-10-18,5.0,5,45,5.686666666666667,130.25580379603372,-0.31134501596629177,0.44696610681144466
ak002dlpsbnr,2002-10-18,5.0,6,0,5.488333333333332,110.0,-0.45349896064645706,-0.5400805679307527
ak002dlpsbnr,2002-10-18,5.0,6,15,4.7700000000000005,131.83333333333334,-0.5021000911130016,-0.19293018635688608
ak002dlpsbnr,2002-10-18,5.0,6,30,4.92875,127.5,-0.5404586960144422,0.12796943134000716
ak002dlpsbnr,2002-10-18,5.0,6,45,4.6,133.38095238095238,-0.6404961672360621,0.47790713717324607
ak002dlpsbnr,2002-10-18,5.0,7,0,4.9025,110.6875,-0.5727600919132888,-0.5295010740180598
ak002dlpsbnr,2002-10-18,5.0,7,15,5.25,130.27777777777777,-0.5511038738797662,-0.18611525802714027
ak002dlpsbnr,2002-10-18,5.0,7,30,5.1875,116.70833333333331,-0.5432876638035505,0.13121346683794646
ak002dlpsbnr,2002-10-18,5.0,7,45,5.15,119.25,-0.5391769610559185,0.4705392486905164
ak002dlpsbnr,2002-10-18,5.0,8,0,4.7,112.25,-0.6741350318786827,-0.525130782058551
ak002dlpsbnr,2002-10-18,5.0,8,15,4.283333333333333,128.0,-0.6665242161776344,-0.18264693653321054
ak002dlpsbnr,2002-10-18,5.0,8,30,4.2775,115.775,-0.6615594574538902,0.14249017837542868
ak002dlpsbnr,2002-10-18,5.0,8,45,4.95,135.0,-0.5969395051740016,0.4737515251976458
ak002dlpsbnr,2002-10-18,5.0,9,0,4.6775,118.25,-0.6800111109764382,-0.514836274100643
ak002dlpsbnr,2002-10-18,5.0,9,15,4.166666666666667,120.33333333333331,-0.7508819427940501,-0.18439296433775312
ak002dlpsbnr,2002-10-18,5.0,9,30,3.725,125.25,-0.8436863115912243,0.1708931684691094
ak002dlpsbnr,2002-10-18,5.0,9,45,3.766666666666667,137.33333333333334,-0.8042307555535597,0.5025659648099357
ak002dlpsbnr,2002-10-18,5.0,10,0,4.302499999999998,114.5,-0.7426248062841881,-0.506879745712431
ak002dlpsbnr,2002-10-18,5.0,10,15,3.268333333333333,119.0,-0.8541850534273058,-0.1698570686879626
ak002dlpsbnr,2002-10-18,5.0,10,30,3.9775,116.75,-0.6963494874231241,0.14741620818415388
ak002dlpsbnr,2002-10-18,5.0,10,45,4.15,121.66666666666669,-0.8237402677942297,0.4916483061137148
ak002dlpsbnr,2002-10-18,5.0,11,0,4.12,120.66666666666669,-0.7795491441782842,-0.5046890183140946
ak002dlpsbnr,2002-10-18,5.0,11,15,4.416666666666667,121.0,-0.804176313573676,-0.1672125207517305
ak002dlpsbnr,2002-10-18,5.0,11,30,4.5150000000000015,128.75,-0.7732381989825852,0.16216263219760677
ak002dlpsbnr,2002-10-18,5.0,11,45,4.016666666666667,130.0,-0.9067075224098108,0.5010795594184835
ak002dlpsbnr,2002-10-18,5.0,12,0,4.1610000000000005,114.28333333333336,-0.839175089284541,-0.49224845426279895
ak002dlpsbnr,2002-10-18,5.0,12,15,4.351666666666667,118.55555555555556,-0.8196568466404464,-0.17547824157399186
ak002dlpsbnr,2002-10-18,5.0,12,30,4.26375,107.83333333333331,-0.858961058810534,0.15313532789391562
ak002dlpsbnr,2002-10-18,5.0,12,45,3.616666666666666,122.0,-0.9297681164699245,0.5036147375865713
ak002dlpsbnr,2002-10-18,5.0,13,0,4.45625,99.25,-0.7872100232892346,-0.5027440511845399
ak002dlpsbnr,2002-10-18,5.0,13,15,4.433333333333334,102.33333333333331,-0.8014328529622677,-0.175907569598711
ak002dlpsbnr,2002-10-18,5.0,13,30,4.574999999999998,119.25,-0.6571909415637006,0.16224660876612504
ak002dlpsbnr,2002-10-18,5.0,13,45,4.6,106.98888888888894,-0.7986760639759461,0.5036982346485398
ak002dlpsbnr,2002-10-18,5.0,14,0,4.615694444444443,107.44185284702526,-0.6715998150397464,-0.4942970756779954
ak002dlpsbnr,2002-10-18,5.0,14,15,4.120138888888889,110.0,-0.7616685721252688,-0.14700316808621253
ak002dlpsbnr,2002-10-18,5.0,14,30,4.408839285714286,119.95833333333331,-0.580465130438999,0.161400620339314
ak002dlpsbnr,2002-10-18,5.0,14,45,4.358333333333333,111.01160759206735,-0.7370505896301641,0.503419877706104
ak002dlpsbnr,2002-10-18,5.0,15,0,4.465,106.00870569405052,-0.5902667821644848,-0.47992991652625006
ak002dlpsbnr,2002-10-18,5.0,15,15,4.909523809523808,115.76741138810104,-0.5060383351568646,-0.16006643222238884
ak002dlpsbnr,2002-10-18,5.0,15,30,3.8,98.0,-0.5120376415717682,0.17625038036537186
ak002dlpsbnr,2002-10-18,5.0,15,45,3.3166666666666664,99.66666666666669,-0.631941087649766,0.5282060108672569
ak002dlpsbnr,2002-10-18,5.0,16,0,4.9125000000000005,105.19185284702526,-0.24363945226597958,-0.48471350051519324
ak002dlpsbnr,2002-10-18,5.0,16,15,4.161904761904761,115.76741138810104,-0.3858954765464519,-0.1364867290869814
ak002dlpsbnr,2002-10-18,5.0,16,30,4.9625,112.32555854107578,-0.32745073490362264,0.17816623120013197
ak002dlpsbnr,2002-10-18,5.0,16,45,5.1000000000000005,115.76741138810104,-0.17315741597218287,0.508751876707008
ak002dlpsbnr,2002-10-18,5.0,17,0,5.666666666666668,116.17827425873402,0.05742347605456438,-0.4829155472386765
ak002dlpsbnr,2002-10-18,5.0,17,15,5.383333333333333,115.25580379603369,0.07030376844709883,-0.14601082945825783
ak002dlpsbnr,2002-10-18,5.0,17,30,5.8000000000000025,125.5,0.1724795218922829,0.18536219468049947
ak002dlpsbnr,2002-10-18,5.0,17,45,5.9,116.92247046270036,0.28246794336332925,0.5106572563873628
ak002dlpsbnr,2002-10-18,5.0,18,0,6.449027777777778,107.62121212121212,0.45221193320628217,-0.47962015442753125
ak002dlpsbnr,2002-10-18,5.0,18,15,5.9,111.66666666666669,0.5176377623780245,-0.1275469451424324
ak002dlpsbnr,2002-10-18,5.0,18,30,6.0625,108.07555854107578,0.4920179450125035,0.19896366911009755
ak002dlpsbnr,2002-10-18,5.0,18,45,6.973611111111111,111.089137129367,0.6260009551190158,0.5147954991203417
ak002dlpsbnr,2002-10-18,5.0,19,0,6.8583333333333325,115.0,0.528842758222803,-0.4722328175071171
ak002dlpsbnr,2002-10-18,5.0,19,15,7.026388888888889,115.25580379603369,0.6852246932619048,-0.133526079764728
ak002dlpsbnr,2002-10-18,5.0,19,30,7.3,110.625,0.682041862407478,0.19871167777690102
ak002dlpsbnr,2002-10-18,5.0,19,45,7.4833333333333325,128.33333333333334,0.8159057858407622,0.5443931955828321
ak002dlpsbnr,2002-10-18,5.0,20,0,7.99,115.16666666666669,0.8938746497877055,-0.46329597088763
ak002dlpsbnr,2002-10-18,5.0,20,15,7.633333333333333,110.83333333333331,0.8894121911896216,-0.12751475169424045
ak002dlpsbnr,2002-10-18,5.0,20,30,7.216875,109.27083333333331,0.8450143762670046,0.19438919130383728
ak002dlpsbnr,2002-10-18,5.0,20,45,7.6538359788359775,118.03358157381143,0.9337476041933919,0.532792270092408
ak002dlpsbnr,2002-10-18,5.0,21,0,8.6375,135.0,0.9858253979891118,-0.47022194128744754
ak002dlpsbnr,2002-10-18,5.0,21,15,9.190666666666667,115.0,1.0640562241355362,-0.1505413683728394
ak002dlpsbnr,2002-10-18,5.0,21,30,9.093,114.86666666666667,1.0549694590518566,0.17488558113797398
ak002dlpsbnr,2002-10-18,5.0,21,45,8.924999999999997,121.0,1.055718392728429,0.5096736467526529
ak002dlpsbnr,2002-10-18,5.0,22,0,8.958333333333334,108.33333333333331,1.0406271089083912,-0.4894650532328335
ak002dlpsbnr,2002-10-18,5.0,22,15,8.975,120.0,1.0915591077289417,-0.15070288928004752
ak002dlpsbnr,2002-10-18,5.0,22,30,9.05,116.25,1.04456775356725,0.17109043258420675
ak002dlpsbnr,2002-10-18,5.0,22,45,9.558333333333335,117.7777777777778,1.1671472856388079,0.5071836201906076
ak002dlpsbnr,2002-10-18,5.0,23,0,9.342857142857145,112.3231792473172,1.108379028183643,-0.4767955367722952
ak002dlpsbnr,2002-10-18,5.0,23,15,9.483333333333334,110.55555555555556,1.2084141688946584,-0.13311930042231496
ak002dlpsbnr,2002-10-18,5.0,23,30,9.05234375,115.91346153846158,1.0942182840785277,0.1867147494403267
ak002dlpsbnr,2002-10-18,5.0,23,45,9.75,115.76741138810104,1.292402010002474,0.5369370679376732
ak002dlpsbnr,2002-10-19,4.0,0,0,9.4875,107.25870569405052,1.0195280157612374,-0.5421487421384112
ak002dlpsbnr,2002-10-19,4.0,0,15,9.422916666666667,120.83333333333331,1.005676457043764,-0.20671197030475996
ak002dlpsbnr,2002-10-19,4.0,0,30,9.66125,113.64583333333331,0.9476878376098262,0.10480568525320086
ak002dlpsbnr,2002-10-19,4.0,0,45,9.218888888888893,118.589137129367,0.973409247827968,0.44255598698953436
ak002dlpsbnr,2002-10-19,4.0,1,0,9.825,120.19185284702526,0.8363448744085914,-0.5670242624516354
ak002dlpsbnr,2002-10-19,4.0,1,15,9.95,123.589137129367,1.0434199232410388,-0.21576743985345082
ak002dlpsbnr,2002-10-19,4.0,1,30,9.875,121.82555854107578,0.833452778256952,0.09956337754678535
ak002dlpsbnr,2002-10-19,4.0,1,45,9.75,133.589137129367,0.8078060950999909,0.4433123036818908
ak002dlpsbnr,2002-10-19,4.0,2,0,8.833333333333334,112.81135935158925,0.6435135522701686,-0.5581301342814352
ak002dlpsbnr,2002-10-19,4.0,2,15,9.95,126.92247046270036,0.8801248954703701,-0.2075493440493852
ak002dlpsbnr,2002-10-19,4.0,2,30,9.2390625,114.16930854107578,0.6767948958136095,0.11041728973904882
ak002dlpsbnr,2002-10-19,4.0,2,45,9.111388888888893,115.76741138810104,0.6740923822165562,0.456326875975946
ak002dlpsbnr,2002-10-19,4.0,3,0,8.309999999999999,116.14029788857374,0.48594572416335874,-0.5245217279528682
ak002dlpsbnr,2002-10-19,4.0,3,15,8.35277777777778,115.76741138810104,0.4739035820358903,-0.20610320400970697
ak002dlpsbnr,2002-10-19,4.0,3,30,7.936785714285714,115.38111409663134,0.2006250653526861,0.09667744768018433
ak002dlpsbnr,2002-10-19,4.0,3,45,8.038958333333332,115.76741138810104,0.22436285923835522,0.4397515106993929
ak002dlpsbnr,2002-10-19,4.0,4,0,6.636666666666666,121.5238095238095,-0.014662722876289572,-0.5467296953940015
ak002dlpsbnr,2002-10-19,4.0,4,15,6.366666666666667,111.92247046270036,0.020421673941974347,-0.20712162717927146
ak002dlpsbnr,2002-10-19,4.0,4,30,5.865,116.13370569405052,-0.21197913314332117,0.12134977877217673
ak002dlpsbnr,2002-10-19,4.0,4,45,5.734999999999999,111.51160759206735,-0.24998199054147247,0.45238011329264427
ak002dlpsbnr,2002-10-19,4.0,5,0,4.531999999999999,113.18681561095354,-0.565224997232833,-0.5293516571736196
ak002dlpsbnr,2002-10-19,4.0,5,15,4.516666666666667,127.66666666666669,-0.4970149677459409,-0.1770881688442008
ak002dlpsbnr,2002-10-19,4.0,5,30,4.1275,110.10851951369192,-0.5342951251466814,0.13601907711705827
ak002dlpsbnr,2002-10-19,4.0,5,45,3.766666666666667,119.42247046270036,-0.7112970852962484,0.4766144712250781
ak002dlpsbnr,2002-10-19,4.0,6,0,4.1275,131.77083333333334,-0.7211637891127716,-0.5173404918991865
ak002dlpsbnr,2002-10-19,4.0,6,15,4.266666666666667,137.33333333333334,-0.7130433773249647,-0.1887983447970474
ak002dlpsbnr,2002-10-19,4.0,6,30,3.9,120.0,-0.7281554513452405,0.14249173367662654
ak002dlpsbnr,2002-10-19,4.0,6,45,3.966666666666667,143.33333333333334,-0.7801789305611201,0.4918745111656535
ak002dlpsbnr,2002-10-19,4.0,7,0,4.075,127.0,-0.7527956468265924,-0.5074923789958022
ak002dlpsbnr,2002-10-19,4.0,7,15,4.435,143.33333333333334,-0.6745797033658291,-0.17840380474823664
ak002dlpsbnr,2002-10-19,4.0,7,30,4.73475,128.75,-0.5770527574392137,0.130458841648725
ak002dlpsbnr,2002-10-19,4.0,7,45,4.266666666666667,134.0,-0.7115943367623995,0.4745317722697851
ak002dlpsbnr,2002-10-19,4.0,8,0,4.151249999999999,123.0,-0.7314404903005702,-0.5148002634958112
ak002dlpsbnr,2002-10-19,4.0,8,15,3.9500000000000006,144.66666666666666,-0.7655767724839783,-0.16818286032644947
ak002dlpsbnr,2002-10-19,4.0,8,30,4.1775,131.25,-0.6676675923656011,0.14478051875944628
ak002dlpsbnr,2002-10-19,4.0,8,45,4.0,133.0,-0.7636503932589113,0.4839123354294588
ak002dlpsbnr,2002-10-19,4.0,9,0,4.5183333333333335,113.33333333333331,-0.659065924518262,-0.5194672390369286
ak002dlpsbnr,2002-10-19,4.0,9,15,4.3,135.33333333333334,-0.7605121643892175,-0.17393762776811705
ak002dlpsbnr,2002-10-19,4.0,9,30,4.3625,117.5,-0.8432744132649509,0.16379109227657143
ak002dlpsbnr,2002-10-19,4.0,9,45,4.534999999999998,133.0,-0.7401402878461152,0.4781390333672479
ak002dlpsbnr,2002-10-19,4.0,10,0,4.582,120.4,-0.7906108486322178,-0.5087696827846495
ak002dlpsbnr,2002-10-19,4.0,10,15,4.455,122.0,-0.7163726688996166,-0.1848664952873657
ak002dlpsbnr,2002-10-19,4.0,10,30,4.615,112.0,-0.6263298415943328,0.13382885305123526
ak002dlpsbnr,2002-10-19,4.0,10,45,4.318333333333333,128.0,-0.7792440402222708,0.48142325033589806
ak002dlpsbnr,2002-10-19,4.0,11,0,4.4625,103.15,-0.7417798386624828,-0.5143243243650001
ak002dlpsbnr,2002-10-19,4.0,11,15,4.3500000000000005,128.0,-0.8078179048366644,-0.16839895457824447
ak002dlpsbnr,2002-10-19,4.0,11,30,4.375,114.33333333333331,-0.7476073170985864,0.1530680405932682
ak002dlpsbnr,2002-10-19,4.0,11,45,4.533333333333333,107.0,-0.8283731864098463,0.49077044038814605
ak002dlpsbnr,2002-10-19,4.0,12,0,4.575,101.60416666666669,-0.8296270394601798,-0.504093946294105
ak002dlpsbnr,2002-10-19,4.0,12,15,4.516666666666667,111.33333333333331,-0.7924126064773039,-0.17485839314817844
ak002dlpsbnr,2002-10-19,4.0,12,30,4.6125,103.03333333333332,-0.7774319703603096,0.1586162398351975
ak002dlpsbnr,2002-10-19,4.0,12,45,4.433333333333334,105.85714285714285,-0.8323448468742426,0.49382067739904206
ak002dlpsbnr,2002-10-19,4.0,13,0,4.5125,107.54166666666669,-0.8105158144047864,-0.47427397517545966
ak002dlpsbnr,2002-10-19,4.0,13,15,4.166666666666667,104.40476190476193,-0.8353726319163741,-0.15408395400231956
ak002dlpsbnr,2002-10-19,4.0,13,30,4.124305555555555,118.1875,-0.7788004038363433,0.18005888727986444
ak002dlpsbnr,2002-10-19,4.0,13,45,4.401157407407409,105.93333333333334,-0.7617781466492418,0.5035587696597813
ak002dlpsbnr,2002-10-19,4.0,14,0,4.6875,105.125,-0.6513514278694649,-0.4849365940720365
ak002dlpsbnr,2002-10-19,4.0,14,15,4.616666666666666,111.88888888888893,-0.6200746187021415,-0.15516335318883018
ak002dlpsbnr,2002-10-19,4.0,14,30,4.6625,113.45833333333331,-0.647108399759862,0.16524295880421852
ak002dlpsbnr,2002-10-19,4.0,14,45,4.749999999999999,111.01160759206735,-0.6892453434778038,0.5028501145539483
ak002dlpsbnr,2002-10-19,4.0,15,0,4.9875,109.94185284702526,-0.4527722056985971,-0.5106267376327621
ak002dlpsbnr,2002-10-19,4.0,15,15,4.816666666666666,110.51160759206735,-0.5667263620927341,-0.17211700557949072
ak002dlpsbnr,2002-10-19,4.0,15,30,4.8875,102.75,-0.5094112435785774,0.14914732718436613
ak002dlpsbnr,2002-10-19,4.0,15,45,5.1000000000000005,101.589137129367,-0.4325455777262834,0.4853278741571001
ak002dlpsbnr,2002-10-19,4.0,16,0,5.516666666666668,108.589137129367,-0.20225594114705875,-0.5088929926650874
ak002dlpsbnr,2002-10-19,4.0,16,15,5.25,115.76741138810104,-0.198731765069788,-0.17185751005048588
ak002dlpsbnr,2002-10-19,4.0,16,30,5.425,110.85333631885356,-0.12033852805971387,0.15926673481975362
ak002dlpsbnr,2002-10-19,4.0,16,45,5.599999999999999,115.76741138810104,0.009778523945071005,0.4949893731577316
ak002dlpsbnr,2002-10-19,4.0,17,0,6.040000000000001,111.3069645552404,0.20498160351132494,-0.497195683766979
ak002dlpsbnr,2002-10-19,4.0,17,15,5.8500000000000005,115.25580379603369,0.1949109599792404,-0.16087639860262617
ak002dlpsbnr,2002-10-19,4.0,17,30,6.2625,126.25,0.26024351730833495,0.16891676209148834
ak002dlpsbnr,2002-10-19,4.0,17,45,6.45,114.16666666666669,0.4127137157889435,0.4957873895025164
ak002dlpsbnr,2002-10-19,4.0,18,0,6.5875,109.875,0.5290905330839019,-0.48875421987747486
ak002dlpsbnr,2002-10-19,4.0,18,15,6.5,111.66666666666669,0.569515897014042,-0.16305822144689472
ak002dlpsbnr,2002-10-19,4.0,18,30,6.5625,110.63111409663134,0.6005878392999363,0.18058937021714958
ak002dlpsbnr,2002-10-19,4.0,18,45,6.666666666666668,112.75580379603369,0.6540375593391451,0.510075720796823
ak002dlpsbnr,2002-10-19,4.0,19,0,7.2354166666666675,108.41666666666669,0.7251892875952789,-0.47184220676546834
ak002dlpsbnr,2002-10-19,4.0,19,15,7.325,110.0,0.7514484047771466,-0.132565911172137
ak002dlpsbnr,2002-10-19,4.0,19,30,7.75,120.625,0.7983364125664312,0.1908933499039262
ak002dlpsbnr,2002-10-19,4.0,19,45,7.783333333333334,128.33333333333334,0.8811605770594447,0.5345077411770268
ak002dlpsbnr,2002-10-19,4.0,20,0,8.2875,118.38257575757576,0.8977793122239707,-0.4804415028458217
ak002dlpsbnr,2002-10-19,4.0,20,15,8.084722222222224,110.83333333333331,0.8944222155918036,-0.14571486023975688
ak002dlpsbnr,2002-10-19,4.0,20,30,8.3,111.75435284702526,0.8770787766306707,0.17405877758250535
ak002dlpsbnr,2002-10-19,4.0,20,45,8.433333333333334,124.70024824047813,0.9567024286368419,0.5081780237060203
ak002dlpsbnr,2002-10-19,4.0,21,0,8.811,115.5,0.9766411959248509,-0.492814146216105
ak002dlpsbnr,2002-10-19,4.0,21,15,8.441666666666666,115.0,0.9831665045573623,-0.15236663644570797
ak002dlpsbnr,2002-10-19,4.0,21,30,8.41875,114.86666666666667,0.9059446766047574,0.1795023691932264
ak002dlpsbnr,2002-10-19,4.0,21,45,8.716666666666667,114.33333333333331,1.0168792902192922,0.5095521387675417
ak002dlpsbnr,2002-10-19,4.0,22,0,9.1,111.11111111111107,1.202183143933212,-0.499057106371219
ak002dlpsbnr,2002-10-19,4.0,22,15,8.666666666666666,124.16666666666669,1.0026276816010378,-0.14827238341889307
ak002dlpsbnr,2002-10-19,4.0,22,30,9.16875,85.875,1.0044504168953554,0.1556974748081604
ak002dlpsbnr,2002-10-19,4.0,22,45,9.425,114.16666666666669,1.10822074286577,0.49609337119051483
ak002dlpsbnr,2002-10-19,4.0,23,0,9.34,119.3069645552404,1.05639938631956,-0.4911948853924576
ak002dlpsbnr,2002-10-19,4.0,23,15,9.483333333333333,113.33333333333331,1.1010658465078438,-0.16645825785979299
ak002dlpsbnr,2002-10-19,4.0,23,30,9.54375,111.875,1.0661757005391908,0.16198438329222034
ak002dlpsbnr,2002-10-19,4.0,23,45,9.366666666666667,115.76741138810104,1.0616911448834696,0.5005054970550974
ak002dlpsbnr,2002-10-20,3.0,0,0,9.725,113.67916023950508,0.9265674726481404,-0.5629738261225069
ak002dlpsbnr,2002-10-20,3.0,0,15,9.633333333333333,120.83333333333331,0.9097263743690026,-0.22403099633489387
ak002dlpsbnr,2002-10-20,3.0,0,30,9.725,111.14583333333331,0.9277532623984011,0.09995423624966178
ak002dlpsbnr,2002-10-20,3.0,0,45,9.933333333333334,118.589137129367,1.0996833938205028,0.4410853714842496
ak002dlpsbnr,2002-10-20,3.0,1,0,9.875,114.23370569405053,0.8949527001979652,-0.5798088497111632
ak002dlpsbnr,2002-10-20,3.0,1,15,9.833333333333334,121.92247046270036,0.8700403745605657,-0.2362119092294052
ak002dlpsbnr,2002-10-20,3.0,1,30,9.075,112.88370569405052,0.7621811873940221,0.08884841826449248
ak002dlpsbnr,2002-10-20,3.0,1,45,9.85,120.25580379603369,0.898581933180352,0.40832860742469046
ak002dlpsbnr,2002-10-20,3.0,2,0,9.725,121.38370569405052,0.7773864513436676,-0.5669154298908864
ak002dlpsbnr,2002-10-20,3.0,2,15,9.029166666666667,123.84494092540069,0.6910504433469341,-0.23544661891837554
ak002dlpsbnr,2002-10-20,3.0,2,30,8.414583333333333,114.16930854107578,0.47886855843774384,0.09978270929389522
ak002dlpsbnr,2002-10-20,3.0,2,45,9.296666666666663,115.76741138810104,0.6467367985766141,0.4488123440289834
ak002dlpsbnr,2002-10-20,3.0,3,0,8.334999999999999,116.31135935158925,0.40332487390711963,-0.5474433892030013
ak002dlpsbnr,2002-10-20,3.0,3,15,8.092777777777778,115.76741138810104,0.2849024991188982,-0.23432503689870393
ak002dlpsbnr,2002-10-20,3.0,3,30,8.2125,115.18926124960608,0.3098505136988702,0.09654297518168081
ak002dlpsbnr,2002-10-20,3.0,3,45,7.914761904761902,113.17827425873402,0.18520542429550269,0.42359484939003056
ak002dlpsbnr,2002-10-20,3.0,4,0,6.063749999999999,111.33470998988241,-0.1394442689399559,-0.5400553226503172
ak002dlpsbnr,2002-10-20,3.0,4,15,6.251666666666666,109.66666666666669,-0.0869265669047604,-0.21887560855335156
ak002dlpsbnr,2002-10-20,3.0,4,30,5.5875,116.13370569405052,-0.2721257375749614,0.12357552923967054
ak002dlpsbnr,2002-10-20,3.0,4,45,5.433333333333334,115.76741138810104,-0.3392358057191876,0.4528069900369186
ak002dlpsbnr,2002-10-20,3.0,5,0,4.5125,114.85851951369192,-0.5441642590368752,-0.5226026906669657
ak002dlpsbnr,2002-10-20,3.0,5,15,4.55,120.25580379603369,-0.5600525811920268,-0.1872125284965457
ak002dlpsbnr,2002-10-20,3.0,5,30,4.1775,103.91666666666669,-0.6259927681324133,0.13794757469643879
ak002dlpsbnr,2002-10-20,3.0,5,45,3.9333333333333336,128.33333333333334,-0.6088574661521752,0.4893754872357378
ak002dlpsbnr,2002-10-20,3.0,6,0,4.12,115.80555555555556,-0.5892315589098641,-0.5310964811093447
ak002dlpsbnr,2002-10-20,3.0,6,15,3.8,120.17247046270036,-0.7056577873060196,-0.18465512486639796
ak002dlpsbnr,2002-10-20,3.0,6,30,4.5625,130.22916666666666,-0.583817318371567,0.12898756529838007
ak002dlpsbnr,2002-10-20,3.0,6,45,4.116666666666666,122.81135935158925,-0.6414749050523605,0.45958166710103915
ak002dlpsbnr,2002-10-20,3.0,7,0,4.0,126.24,-0.6977980919926243,-0.5267695969565621
ak002dlpsbnr,2002-10-20,3.0,7,15,3.816666666666667,119.0,-0.726107208679895,-0.1970433180229832
ak002dlpsbnr,2002-10-20,3.0,7,30,4.15,115.08333333333331,-0.6619848922948374,0.12425013300145625
ak002dlpsbnr,2002-10-20,3.0,7,45,4.016666666666667,119.25,-0.764417532659819,0.4677180419122211
ak002dlpsbnr,2002-10-20,3.0,8,0,3.875,123.70416666666668,-0.713783356592914,-0.5257399354526258
ak002dlpsbnr,2002-10-20,3.0,8,15,3.216666666666667,127.19444444444444,-0.7970219482560109,-0.18677094500206332
ak002dlpsbnr,2002-10-20,3.0,8,30,4.05,115.00416666666668,-0.7534325555200363,0.13215452597171856
ak002dlpsbnr,2002-10-20,3.0,8,45,3.333333333333333,130.97222222222223,-0.7841314939774429,0.47938853391559255
ak002dlpsbnr,2002-10-20,3.0,9,0,3.4125,112.625,-0.7953063811995993,-0.5164650087292609
ak002dlpsbnr,2002-10-20,3.0,9,15,3.4166666666666665,129.33333333333334,-0.8180088867935675,-0.18051036626556044
ak002dlpsbnr,2002-10-20,3.0,9,30,3.875,121.9375,-0.7949577788581431,0.14932015208581811
ak002dlpsbnr,2002-10-20,3.0,9,45,3.35,133.66666666666666,-0.7664372190548495,0.4799872553008737
ak002dlpsbnr,2002-10-20,3.0,10,0,3.5525,116.79166666666669,-0.8168484310471176,-0.5166421543609737
ak002dlpsbnr,2002-10-20,3.0,10,15,3.3166666666666664,114.4,-0.8639267502163674,-0.17801326470958542
ak002dlpsbnr,2002-10-20,3.0,10,30,3.4875000000000003,111.32142857142857,-0.796283332499773,0.14451957000968815
ak002dlpsbnr,2002-10-20,3.0,10,45,3.683333333333333,119.66666666666669,-0.8038912139686378,0.47537628625189887
ak002dlpsbnr,2002-10-20,3.0,11,0,3.89,106.5,-0.799365452264298,-0.5011866803982689
