id,date,nday,h,m,foF2,h'Es,comp_1,comp_2
ak002e439ukg,2002-11-03,0.0,12,45,4.3694444444444445,99.94444444444444,-0.7454089752328097,0.5194507462628393
ak002e439ukg,2002-11-03,0.0,13,0,4.133333333333333,106.0,-0.7384298994083573,-0.4834233044074165
ak002e439ukg,2002-11-03,0.0,13,15,4.16,103.33333333333331,-0.8219554674091908,-0.14759405619135652
ak002e439ukg,2002-11-03,0.0,13,30,4.380555555555556,102.4,-0.744792476313558,0.18383444982780348
ak002e439ukg,2002-11-03,0.0,13,45,4.4125000000000005,102.5,-0.7082026584448968,0.5127854777796811
ak002e439ukg,2002-11-03,0.0,14,0,3.9977777777777774,108.16666666666669,-0.7588207274979629,-0.4880360287264285
ak002e439ukg,2002-11-03,0.0,14,15,4.233333333333333,114.9089388997608,-0.6942241735317475,-0.1573686299288078
ak002e439ukg,2002-11-03,0.0,14,30,4.127777777777776,109.8634083496412,-0.7211055535151363,0.1758574019435066
ak002e439ukg,2002-11-03,0.0,14,45,4.083333333333333,105.66666666666669,-0.7240579324861789,0.5109036723768032
ak002e439ukg,2002-11-03,0.0,15,0,4.736111111111111,107.33333333333331,-0.6281949702269964,-0.49276000110298923
ak002e439ukg,2002-11-03,0.0,15,15,3.775,110.24227223309413,-0.7891276979510871,-0.1564153200358025
ak002e439ukg,2002-11-03,0.0,15,30,4.665,113.2878027832137,-0.5519462897624986,0.1713521124397362
ak002e439ukg,2002-11-03,0.0,15,45,4.561111111111111,109.8634083496412,-0.5976648910566431,0.5048577117536196
ak002e439ukg,2002-11-03,0.0,16,0,4.923333333333333,109.8634083496412,-0.35039899962686544,-0.49670806406139495
ak002e439ukg,2002-11-03,0.0,16,15,4.888888888888888,109.8634083496412,-0.3720674966170791,-0.16358611023875128
ak002e439ukg,2002-11-03,0.0,16,30,4.680833333333334,109.8634083496412,-0.32934663773647366,0.17013080732480562
ak002e439ukg,2002-11-03,0.0,16,45,4.668888888888889,109.8634083496412,-0.31469376841042035,0.5054649956334856
ak002e439ukg,2002-11-03,0.0,17,0,5.056388888888889,115.74227223309413,-0.018797053050017234,-0.49817763608772897
ak002e439ukg,2002-11-03,0.0,17,15,4.956944444444448,109.8634083496412,-0.06088126938564938,-0.16455293795574955
ak002e439ukg,2002-11-03,0.0,17,30,5.339444444444445,111.57560556642746,0.07582348170708891,0.16939214528434315
ak002e439ukg,2002-11-03,0.0,17,45,5.823333333333332,109.8634083496412,0.21945032991267396,0.5031994362671774
ak002e439ukg,2002-11-03,0.0,18,0,6.297222222222223,109.9089388997608,0.4055633103460803,-0.49500632592433197
ak002e439ukg,2002-11-03,0.0,18,15,6.095833333333334,111.57560556642746,0.40653911007898474,-0.16179913103488716
ak002e439ukg,2002-11-03,0.0,18,30,6.553035714285714,111.57560556642746,0.5195036622770629,0.17049632205919465
ak002e439ukg,2002-11-03,0.0,18,45,6.37720238095238,111.62113611654706,0.5375649423954075,0.5052873481125194
ak002e439ukg,2002-11-03,0.0,19,0,7.0256944444444445,109.8634083496412,0.6863833276268422,-0.4893822092981598
ak002e439ukg,2002-11-03,0.0,19,15,7.297321428571428,108.24227223309413,0.7108460344870301,-0.15814787832343444
ak002e439ukg,2002-11-03,0.0,19,30,7.3136904761904775,109.07560556642746,0.7356117024891965,0.17586053543480307
ak002e439ukg,2002-11-03,0.0,19,45,7.855,111.57560556642746,0.8472842508934374,0.5100821984120298
ak002e439ukg,2002-11-03,0.0,20,0,7.2451388888888895,110.74227223309413,0.7955357712682528,-0.4859045723622857
ak002e439ukg,2002-11-03,0.0,20,15,6.69,114.12113611654706,0.7723256609895391,-0.15544720804074239
ak002e439ukg,2002-11-03,0.0,20,30,6.0,114.9089388997608,0.6177805555074272,0.18445251292942716
ak002e439ukg,2002-11-03,0.0,20,45,5.333333333333333,109.8634083496412,0.5701950633074322,0.5170991923090583
ak002e439ukg,2002-11-03,0.0,21,0,6.530555555555555,109.9089388997608,0.7637285208967952,-0.48596116244918985
ak002e439ukg,2002-11-03,0.0,21,15,5.816666666666666,116.57560556642746,0.6433775677829401,-0.14899914930164745
ak002e439ukg,2002-11-03,0.0,21,30,7.648809523809522,108.24227223309413,0.9264948529106438,0.1808029878800292
ak002e439ukg,2002-11-03,0.0,21,45,7.493333333333332,109.9089388997608,0.8930805278709559,0.5134195173781896
ak002e439ukg,2002-11-03,0.0,22,0,7.944814814814816,118.2878027832137,1.0559495569277773,-0.4840014105500923
ak002e439ukg,2002-11-03,0.0,22,15,7.668333333333334,113.2878027832137,0.9462537757125331,-0.1543744896210597
ak002e439ukg,2002-11-03,0.0,22,30,8.356666666666667,109.8634083496412,1.084452526794474,0.18261616638926914
ak002e439ukg,2002-11-03,0.0,22,45,7.602380952380952,109.8634083496412,0.9136456230394246,0.5167827577390748
ak002e439ukg,2002-11-03,0.0,23,0,8.470833333333333,109.9544694498804,1.0822745783042713,-0.4729945177151543
ak002e439ukg,2002-11-03,0.0,23,15,7.669444444444442,108.2878027832137,0.979082272763367,-0.1442763324696991
ak002e439ukg,2002-11-03,0.0,23,30,7.985462962962964,123.2878027832137,1.0229315416151428,0.18685308881763477
ak002e439ukg,2002-11-03,0.0,23,45,8.555416666666666,114.9544694498804,1.0548418619192648,0.517052197612085
ak002e439z6u,2002-10-20,14.0,0,0,9.766666666666667,109.8634083496412,0.9454553688466809,-0.5104013632660902
ak002e439z6u,2002-10-20,14.0,0,15,9.633333333333333,111.62113611654706,0.8934449525885206,-0.17588517315320037
ak002e439z6u,2002-10-20,14.0,0,30,9.766666666666667,122.4544694498804,0.9378387342813184,0.15557229007074766
ak002e439z6u,2002-10-20,14.0,0,45,9.933333333333334,121.66666666666669,1.1113834212279297,0.4913810700164489
ak002e439z6u,2002-10-20,14.0,1,0,9.933333333333334,109.8634083496412,0.9274524465312197,-0.5173342687508979
ak002e439z6u,2002-10-20,14.0,1,15,9.833333333333334,109.8634083496412,0.8457127971261712,-0.17790775875323753
ak002e439z6u,2002-10-20,14.0,1,30,8.716666666666667,109.8634083496412,0.7698670062575708,0.15000265419708037
ak002e439z6u,2002-10-20,14.0,1,45,9.85,107.9089388997608,0.8720791813200309,0.48365438428793145
ak002e439z6u,2002-10-20,14.0,2,0,9.6,104.62113611654706,0.8154161978175273,-0.5087203512909811
ak002e439z6u,2002-10-20,14.0,2,15,8.987222222222222,104.2878027832137,0.5919707102002254,-0.17681647101858536
ak002e439z6u,2002-10-20,14.0,2,30,8.499999999999998,103.2878027832137,0.48051882374455346,0.15731662328226698
ak002e439z6u,2002-10-20,14.0,2,45,9.17,109.12113611654706,0.5987051916390492,0.4979596910241245
ak002e439z6u,2002-10-20,14.0,3,0,8.2525,121.0,0.3559955732582754,-0.5052028032552451
ak002e439z6u,2002-10-20,14.0,3,15,7.4925,109.57560556642746,0.16923417705593446,-0.18199738081882952
ak002e439z6u,2002-10-20,14.0,3,30,8.083333333333334,108.9544694498804,0.3233411520263954,0.14830785406253616
ak002e439z6u,2002-10-20,14.0,3,45,7.74625,110.39891389432483,0.15314957682072355,0.4831795802749358
ak002e439z6u,2002-10-20,14.0,4,0,5.618333333333332,110.2878027832137,-0.23577021542541857,-0.512140344977602
ak002e439z6u,2002-10-20,14.0,4,15,6.251666666666666,114.33333333333331,-0.1263795980108013,-0.17847023712722834
ak002e439z6u,2002-10-20,14.0,4,30,5.616666666666667,104.41666666666669,-0.2849186338000223,0.15498838398617254
ak002e439z6u,2002-10-20,14.0,4,45,5.433333333333334,105.9544694498804,-0.3731504213949269,0.4875351119117477
ak002e439z6u,2002-10-20,14.0,5,0,4.516666666666667,108.62113611654706,-0.5668745456204444,-0.5060130877237663
ak002e439z6u,2002-10-20,14.0,5,15,4.55,105.05555555555556,-0.6141555221445456,-0.17180759452652633
ak002e439z6u,2002-10-20,14.0,5,30,4.3,104.93333333333334,-0.6852015741568069,0.16616446272026278
ak002e439z6u,2002-10-20,14.0,5,45,3.9333333333333336,119.0,-0.632160962462623,0.4944980196705311
ak002e439z6u,2002-10-20,14.0,6,0,3.975,120.25,-0.5847164411905025,-0.5133372540029864
ak002e439z6u,2002-10-20,14.0,6,15,3.8,110.19256468797563,-0.7231432183289053,-0.17542673765569455
ak002e439z6u,2002-10-20,14.0,6,30,4.55,112.38888888888893,-0.6346410676597792,0.1537175310318665
ak002e439z6u,2002-10-20,14.0,6,45,4.116666666666666,110.59523809523807,-0.6272766004097763,0.4812881787340998
ak002e439z6u,2002-10-20,14.0,7,0,3.825,105.54918542074364,-0.7518926342656264,-0.5138390465256456
ak002e439z6u,2002-10-20,14.0,7,15,3.816666666666667,111.74603174603176,-0.7230066466309077,-0.1824464249084035
ak002e439z6u,2002-10-20,14.0,7,30,4.133333333333333,115.33333333333331,-0.7359397864323641,0.15460888053209743
ak002e439z6u,2002-10-20,14.0,7,45,4.016666666666667,109.25,-0.7896623432453896,0.49052231962068854
ak002e439z6u,2002-10-20,14.0,8,0,3.766666666666667,109.08333333333331,-0.7778800579013383,-0.5107191051430423
ak002e439z6u,2002-10-20,14.0,8,15,3.216666666666667,125.0,-0.7919676073151652,-0.18240027053555505
ak002e439z6u,2002-10-20,14.0,8,30,4.1,115.27777777777777,-0.7633089821981327,0.15400460812784322
ak002e439z6u,2002-10-20,14.0,8,45,3.333333333333333,118.39444444444445,-0.7836037619997627,0.4867390421420695
ak002e439z6u,2002-10-20,14.0,9,0,3.3166666666666664,104.81944444444444,-0.8197857110793265,-0.5101177472866961
ak002e439z6u,2002-10-20,14.0,9,15,3.4166666666666665,106.2878027832137,-0.8467151919899176,-0.17620100615113474
ak002e439z6u,2002-10-20,14.0,9,30,3.466666666666667,106.9544694498804,-0.8023132446221336,0.15684324526320173
ak002e439z6u,2002-10-20,14.0,9,45,3.35,130.33333333333334,-0.7237049772201799,0.4839188311691692
ak002e439z6u,2002-10-20,14.0,10,0,3.233333333333333,115.91666666666669,-0.8736778581957071,-0.5085984104883604
ak002e439z6u,2002-10-20,14.0,10,15,3.3166666666666664,105.17669167210262,-0.8710986115900725,-0.1744460576412437
ak002e439z6u,2002-10-20,14.0,10,30,3.1833333333333336,121.66666666666669,-0.7790598927068081,0.15256262294018932
ak002e439z6u,2002-10-20,14.0,10,45,3.683333333333333,119.66666666666669,-0.762008299591675,0.4874491866273367
ak002e439z6u,2002-10-20,14.0,11,0,3.716666666666667,108.33333333333331,-0.8341608317284709,-0.4958320749375533
ak002e439z6u,2002-10-20,14.0,11,15,4.316666666666666,110.77777777777777,-0.7667623889926878,-0.16927362377969274
ak002e439z6u,2002-10-20,14.0,11,30,3.8666666666666663,129.33333333333334,-0.7331568551170409,0.1645533171084411
ak002e439z6u,2002-10-20,14.0,11,45,4.422222222222223,105.33333333333331,-0.7650144896566693,0.5107560773525969
ak002e439z6u,2002-10-20,14.0,12,0,4.275,102.0,-0.705518291368687,-0.4892876694573711
ak002e439z6u,2002-10-20,14.0,12,15,4.516666666666667,103.33333333333331,-0.6811491618485958,-0.1627066687921609
ak002e439z6u,2002-10-20,14.0,12,30,4.466666666666666,103.66666666666669,-0.7022719483323526,0.17376606498809527
ak002e439z6u,2002-10-20,14.0,12,45,4.4,100.83333333333331,-0.7261873035829939,0.51218081104502
ak002e439z6u,2002-10-20,14.0,13,0,4.5875,103.0,-0.6324386819528304,-0.49167289819019394
ak002e439z6u,2002-10-20,14.0,13,15,4.391666666666667,106.0,-0.7369419008416687,-0.15821872704791703
ak002e439z6u,2002-10-20,14.0,13,30,4.6000000000000005,103.33333333333331,-0.7089033955377975,0.1757680776173052
ak002e439z6u,2002-10-20,14.0,13,45,4.583333333333333,102.22222222222223,-0.6308955250498335,0.5032559436908239
ak002e439z6u,2002-10-20,14.0,14,0,4.875,108.6817041748206,-0.5558368316895543,-0.4984496262894307
ak002e439z6u,2002-10-20,14.0,14,15,4.6,109.8634083496412,-0.6023246189110496,-0.1584573475245867
ak002e439z6u,2002-10-20,14.0,14,30,4.6,109.8634083496412,-0.4913577884837801,0.16374818586737938
ak002e439z6u,2002-10-20,14.0,14,45,5.033333333333333,107.74227223309413,-0.47794273331916254,0.4965052304891861
ak002e439z6u,2002-10-20,14.0,15,0,5.416666666666668,107.33333333333331,-0.3909187914568807,-0.5050483559787754
ak002e439z6u,2002-10-20,14.0,15,15,5.283333333333333,108.24227223309413,-0.37053656198374,-0.17204472855785288
ak002e439z6u,2002-10-20,14.0,15,30,5.55,109.8634083496412,-0.3912024879703659,0.1651753108521869
ak002e439z6u,2002-10-20,14.0,15,45,5.716666666666666,114.9089388997608,-0.2805477909432203,0.4913937359430891
ak002e439z6u,2002-10-20,14.0,16,0,5.9125,109.8975562622309,0.010686991225180652,-0.5099788394513928
ak002e439z6u,2002-10-20,14.0,16,15,5.85,109.8634083496412,-0.06325216730528652,-0.17543534155433477
ak002e439z6u,2002-10-20,14.0,16,30,5.900000000000001,109.8634083496412,0.0498393769581794,0.1580575379293424
ak002e439z6u,2002-10-20,14.0,16,45,5.95,109.8634083496412,0.12537515793574086,0.4913100399299238
ak002e439z6u,2002-10-20,14.0,17,0,6.8500000000000005,113.24227223309413,0.45452671235298203,-0.5031237693395227
ak002e439z6u,2002-10-20,14.0,17,15,6.2,109.8634083496412,0.2809780712627964,-0.174430081646218
ak002e439z6u,2002-10-20,14.0,17,30,6.383333333333333,114.9544694498804,0.402276780193372,0.1557568563746443
ak002e439z6u,2002-10-20,14.0,17,45,6.65,113.24227223309413,0.46355007915597374,0.49154928825297034
ak002e439z6u,2002-10-20,14.0,18,0,7.833333333333332,111.62113611654706,0.8219995020721542,-0.49921471779497334
ak002e439z6u,2002-10-20,14.0,18,15,7.591666666666666,113.24227223309413,0.6701385066125939,-0.17175741257096583
ak002e439z6u,2002-10-20,14.0,18,30,7.683333333333334,109.8634083496412,0.7444622586136157,0.16363447366939818
ak002e439z6u,2002-10-20,14.0,18,45,8.111111111111112,111.57560556642746,0.8340644828342052,0.499500720837069
ak002e439z6u,2002-10-20,14.0,19,0,9.1875,112.4317041748206,1.033410037193502,-0.49626088196784013
ak002e439z6u,2002-10-20,14.0,19,15,8.583333333333334,113.24227223309413,0.9238925810444311,-0.16737106740976768
ak002e439z6u,2002-10-20,14.0,19,30,8.950000000000003,111.66666666666669,1.015967797541975,0.16328944772034582
ak002e439z6u,2002-10-20,14.0,19,45,8.200000000000001,113.2878027832137,0.9494441726194154,0.4965438352498856
ak002e439z6u,2002-10-20,14.0,20,0,9.3875,112.4658520874103,1.171989312053662,-0.500944868315065
ak002e439z6u,2002-10-20,14.0,20,15,9.097916666666668,108.33333333333331,1.0848927252273446,-0.16865305823150906
ak002e439z6u,2002-10-20,14.0,20,30,9.933333333333334,108.2878027832137,1.1872745856555482,0.1681638510420965
ak002e439z6u,2002-10-20,14.0,20,45,9.916666666666666,109.8634083496412,1.310506463407527,0.5007368193700565
ak002e439z6u,2002-10-20,14.0,21,0,9.55,108.2878027832137,1.3654033802022656,-0.5016521633642624
ak002e439z6u,2002-10-20,14.0,21,15,9.05,121.62113611654706,1.2994677009272506,-0.17158276824443852
ak002e439z6u,2002-10-20,14.0,21,30,8.969444444444443,113.24227223309413,1.2414403200562927,0.1653333236970545
ak002e439z6u,2002-10-20,14.0,21,45,9.025,118.33333333333331,1.3435708937865642,0.4941406660774457
ak002e439z6u,2002-10-20,14.0,22,0,8.825,127.5,1.306196556380207,-0.5059215731750797
ak002e439z6u,2002-10-20,14.0,22,15,9.15,109.9089388997608,1.2951550499692068,-0.16968095049295068
ak002e439z6u,2002-10-20,14.0,22,30,9.908333333333333,120.0,1.3398638046819522,0.16564803803780195
ak002e439z6u,2002-10-20,14.0,22,45,9.55,109.9089388997608,1.3121901933428741,0.49641700236158315
ak002e439z6u,2002-10-20,14.0,23,0,9.66875,111.14755626223088,1.3132271411248815,-0.5033175532608528
ak002e439z6u,2002-10-20,14.0,23,15,9.95,107.4544694498804,1.3754710074684224,-0.1681882320155109
ak002e439z6u,2002-10-20,14.0,23,30,9.941666666666666,126.57560556642746,1.3395461077830937,0.16447592034012568
ak002e439z6u,2002-10-20,14.0,23,45,8.9,109.8634083496412,1.165067419337382,0.49635517618393005
ak002e439z6u,2002-10-21,13.0,0,0,9.95,111.57560556642746,1.0910366879645854,-0.5160994240097715
ak002e439z6u,2002-10-21,13.0,0,15,9.5,117.4544694498804,1.1355283890524959,-0.18510624960179412
ak002e439z6u,2002-10-21,13.0,0,30,9.566666666666666,122.5,1.1464844399704828,0.14622559854601783
ak002e439z6u,2002-10-21,13.0,0,45,9.566666666666666,121.66666666666669,1.0954001714414752,0.479274655670803
ak002e439z6u,2002-10-21,13.0,1,0,8.366666666666667,106.4317041748206,0.6277419287126879,-0.5069940521496153
ak002e439z6u,2002-10-21,13.0,1,15,9.933333333333332,109.8634083496412,0.9894037420525607,-0.18055926671932346
ak002e439z6u,2002-10-21,13.0,1,30,9.95,109.8634083496412,0.948154469795957,0.14853678524738692
ak002e439z6u,2002-10-21,13.0,1,45,9.95,107.9089388997608,0.8989199060494025,0.4821214041535787
ak002e439z6u,2002-10-21,13.0,2,0,9.7,104.62113611654706,0.618139322438675,-0.5140024231082564
ak002e439z6u,2002-10-21,13.0,2,15,9.95,104.2878027832137,0.7345874103874106,-0.1861003305736353
ak002e439z6u,2002-10-21,13.0,2,30,9.516666666666667,106.57560556642746,0.6462657342312048,0.14467798858323966
ak002e439z6u,2002-10-21,13.0,2,45,9.633333333333336,109.12113611654706,0.5725494063662779,0.47890704478137247
ak002e439z6u,2002-10-21,13.0,3,0,8.216666666666667,119.16666666666669,0.22182413333154885,-0.5207041493077165
ak002e439z6u,2002-10-21,13.0,3,15,9.1,106.2878027832137,0.4030739987707782,-0.183959211346098
ak002e439z6u,2002-10-21,13.0,3,30,8.700000000000001,108.9544694498804,0.28675324551176407,0.1469972529635485
ak002e439z6u,2002-10-21,13.0,3,45,8.2,107.62113611654706,0.12672548654807297,0.48079007282493197
ak002e439z6u,2002-10-21,13.0,4,0,6.303333333333334,107.62113611654706,-0.12309491889060993,-0.5151795304818468
ak002e439z6u,2002-10-21,13.0,4,15,7.1000000000000005,104.55555555555556,-0.029379752320307276,-0.18380505358849242
ak002e439z6u,2002-10-21,13.0,4,30,6.501666666666666,106.08333333333331,-0.091261092834212,0.14928225469320594
ak002e439z6u,2002-10-21,13.0,4,45,6.2,106.16666666666669,-0.11448237922720324,0.4820460707253235
ak002e439z6u,2002-10-21,13.0,5,0,4.968333333333333,111.67669167210262,-0.3434161882662418,-0.5135953099819263
ak002e439z6u,2002-10-21,13.0,5,15,5.601666666666668,106.88888888888887,-0.2897904211877255,-0.17449857871314808
ak002e439z6u,2002-10-21,13.0,5,30,5.2683333333333335,108.33333333333331,-0.3314407168569675,0.15968635034057221
ak002e439z6u,2002-10-21,13.0,5,45,4.935,105.66666666666669,-0.41974763819663863,0.49404861659335936
ak002e439z6u,2002-10-21,13.0,6,0,4.333333333333333,102.04166666666669,-0.5350296990511165,-0.5078372898675035
ak002e439z6u,2002-10-21,13.0,6,15,4.416666666666667,106.62113611654706,-0.4831323215742905,-0.17656551790025252
ak002e439z6u,2002-10-21,13.0,6,30,4.27125,109.41666666666669,-0.5449830551995171,0.15509725180685896
ak002e439z6u,2002-10-21,13.0,6,45,4.15,108.9,-0.5517860996967966,0.491394439171143
ak002e439z6u,2002-10-21,13.0,7,0,3.6,103.4544694498804,-0.696021691829589,-0.5129226049793582
ak002e439z6u,2002-10-21,13.0,7,15,3.9500000000000006,104.12113611654706,-0.5847792318775155,-0.1829172019477107
ak002e439z6u,2002-10-21,13.0,7,30,3.8,118.0,-0.6074952638680411,0.146040411808944
ak002e439z6u,2002-10-21,13.0,7,45,3.5333333333333337,108.44444444444444,-0.6835108523566922,0.48336631544466935
ak002e439z6u,2002-10-21,13.0,8,0,4.168333333333334,118.44444444444444,-0.591572754302404,-0.517258524465295
ak002e439z6u,2002-10-21,13.0,8,15,3.883333333333333,133.55555555555554,-0.6406619179202989,-0.18361568577425175
ak002e439z6u,2002-10-21,13.0,8,30,4.499999999999999,133.0,-0.5467901482118209,0.14890713629765556
ak002e439z6u,2002-10-21,13.0,8,45,3.766666666666667,155.33333333333334,-0.5623495129820212,0.47894415211833263
ak002e439z6u,2002-10-21,13.0,9,0,4.533333333333334,127.70833333333331,-0.6265562986074029,-0.5080888154838076
ak002e439z6u,2002-10-21,13.0,9,15,4.535,110.1904761904762,-0.42863984323825044,-0.18928506770221026
ak002e439z6u,2002-10-21,13.0,9,30,4.118333333333333,135.83333333333334,-0.5749228357462184,0.15072499807351378
ak002e439z6u,2002-10-21,13.0,9,45,4.216666666666666,138.0,-0.6934530978558878,0.4884335522815907
ak002e439z6u,2002-10-21,13.0,10,0,4.5,126.33333333333331,-0.7022082520030596,-0.507577275576613
ak002e439z6u,2002-10-21,13.0,10,15,4.516666666666667,140.66666666666666,-0.7000884925624455,-0.17453916765876032
ak002e439z6u,2002-10-21,13.0,10,30,4.516666666666667,126.0,-0.7334061306056838,0.1607117244845339
ak002e439z6u,2002-10-21,13.0,10,45,4.466666666666667,126.66666666666669,-0.7239149184163759,0.49194159176019875
ak002e439z6u,2002-10-21,13.0,11,0,4.366666666666667,109.11111111111107,-0.77460885601328,-0.5047227911910841
ak002e439z6u,2002-10-21,13.0,11,15,4.4,114.66666666666669,-0.7276527174978633,-0.17525068447923967
ak002e439z6u,2002-10-21,13.0,11,30,4.4,106.5,-0.7777024683082516,0.16224193812820703
ak002e439z6u,2002-10-21,13.0,11,45,4.416666666666667,104.8,-0.8093656132530465,0.4974500539372489
ak002e439z6u,2002-10-21,13.0,12,0,4.2,98.33333333333331,-0.8183781357269609,-0.504176233807874
ak002e439z6u,2002-10-21,13.0,12,15,4.3500000000000005,104.16666666666669,-0.7800856224740537,-0.17098261656219907
ak002e439z6u,2002-10-21,13.0,12,30,4.133333333333333,104.5,-0.7779999276125419,0.16004285264274723
ak002e439z6u,2002-10-21,13.0,12,45,4.133333333333333,100.2,-0.8147183902687725,0.4947771510671645
ak002e439z6u,2002-10-21,13.0,13,0,3.625,104.6817041748206,-0.8030510990861351,-0.5047425278110429
ak002e439z6u,2002-10-21,13.0,13,15,3.9333333333333336,98.33333333333331,-0.8201040830034588,-0.17099677519604473
ak002e439z6u,2002-10-21,13.0,13,30,3.9166666666666665,104.88888888888893,-0.8222745950857209,0.1627196699153846
ak002e439z6u,2002-10-21,13.0,13,45,3.683333333333333,105.05555555555556,-0.8140336211408048,0.4969428164426222
ak002e439z6u,2002-10-21,13.0,14,0,3.2750000000000004,109.3067041748206,-0.8054071620352644,-0.49966081807431356
ak002e439z6u,2002-10-21,13.0,14,15,3.333333333333333,114.9089388997608,-0.7709991359505303,-0.1701917040119077
ak002e439z6u,2002-10-21,13.0,14,30,3.35,109.8634083496412,-0.8024323550039187,0.1616138450135745
ak002e439z6u,2002-10-21,13.0,14,45,3.3166666666666664,105.66666666666669,-0.8037167016573331,0.5015754092622885
ak002e439z6u,2002-10-21,13.0,15,0,3.95,109.8634083496412,-0.58217774435315,-0.49665825301315686
ak002e439z6u,2002-10-21,13.0,15,15,3.1666666666666665,110.24227223309413,-0.7635302720145228,-0.1621983311658328
ak002e439z6u,2002-10-21,13.0,15,30,3.1666666666666665,111.57560556642746,-0.7381513730185804,0.1728040874525191
ak002e439z6u,2002-10-21,13.0,15,45,3.2,117.4317041748206,-0.6177250220917159,0.4977848270555416
ak002e439z6u,2002-10-21,13.0,16,0,5.0125,109.8975562622309,-0.17355143840623832,-0.5043779205563605
ak002e439z6u,2002-10-21,13.0,16,15,4.583333333333333,109.8634083496412,-0.332761149462522,-0.16936752671238747
ak002e439z6u,2002-10-21,13.0,16,30,4.833333333333333,109.8634083496412,-0.21850428661433413,0.15854712129309656
ak002e439z6u,2002-10-21,13.0,16,45,5.233333333333333,109.8634083496412,-0.12410462916863006,0.49389882052148243
ak002e439z6u,2002-10-21,13.0,17,0,6.25,119.9544694498804,0.3966602565819186,-0.511097668419131
ak002e439z6u,2002-10-21,13.0,17,15,5.7333333333333325,111.57560556642746,0.18363142013057013,-0.17505141536828597
ak002e439z6u,2002-10-21,13.0,17,30,6.025,114.9544694498804,0.3290583944579418,0.1541523644982664
ak002e439z6u,2002-10-21,13.0,17,45,6.341666666666666,113.33333333333331,0.44138498358878003,0.485480112260544
ak002e439z6u,2002-10-21,13.0,18,0,7.483333333333332,111.62113611654706,0.7793375871697761,-0.5043618135147868
ak002e439z6u,2002-10-21,13.0,18,15,7.15,114.9544694498804,0.6313561225691582,-0.17619917392672996
ak002e439z6u,2002-10-21,13.0,18,30,7.475,111.57560556642746,0.725980757582846,0.15881851016004722
ak002e439z6u,2002-10-21,13.0,18,45,7.7,109.9544694498804,0.8191378329452806,0.49735810668319574
ak002e439z6u,2002-10-21,13.0,19,0,8.7875,109.8634083496412,0.9721221962506789,-0.5007632909026104
ak002e439z6u,2002-10-21,13.0,19,15,8.533333333333333,113.24227223309413,0.974317180063972,-0.16521017120480305
ak002e439z6u,2002-10-21,13.0,19,30,8.758333333333335,110.7878027832137,0.9643992711903171,0.1644949543013464
ak002e439z6u,2002-10-21,13.0,19,45,9.083333333333334,111.57560556642746,1.0548155426034598,0.49820352173607296
ak002e439z6u,2002-10-21,13.0,20,0,9.50625,108.7158520874103,1.1589468298977754,-0.5030444724720149
ak002e439z6u,2002-10-21,13.0,20,15,8.803333333333333,118.33333333333331,1.0295959798062626,-0.167828906636557
ak002e439z6u,2002-10-21,13.0,20,30,8.424999999999999,113.2878027832137,1.0859040678464937,0.16239312122681646
ak002e439z6u,2002-10-21,13.0,20,45,9.766666666666667,106.57560556642746,1.1333890089454832,0.499405221046848
ak002e439z6u,2002-10-21,13.0,21,0,9.708333333333334,108.33333333333331,1.2178002335476794,-0.5010041203026268
ak002e439z6u,2002-10-21,13.0,21,15,9.775,116.57560556642746,1.3622147828256064,-0.1707853043471239
ak002e439z6u,2002-10-21,13.0,21,30,9.591666666666667,111.62113611654706,1.1838471036149665,0.16736094019710912
ak002e439z6u,2002-10-21,13.0,21,45,9.7,111.66666666666669,1.2071030412466948,0.49950073602084205
ak002e439z6u,2002-10-21,13.0,22,0,9.891666666666667,131.66666666666666,1.247403933571089,-0.49842520433164156
ak002e439z6u,2002-10-21,13.0,22,15,9.6,115.0,1.22234426447759,-0.16504291106851143
ak002e439z6u,2002-10-21,13.0,22,30,9.7,110.0,1.172458893756972,0.1673278045383862
ak002e439z6u,2002-10-21,13.0,22,45,9.908333333333333,113.33333333333331,1.2377375957135786,0.49859918094866656
ak002e439z6u,2002-10-21,13.0,23,0,9.958333333333332,113.2878027832137,1.2442049630500212,-0.501084792647637
ak002e439z6u,2002-10-21,13.0,23,15,9.962666666666664,108.33333333333331,1.3475032868134076,-0.17100786646044072
ak002e439z6u,2002-10-21,13.0,23,30,9.958333333333334,106.57560556642746,1.2379239183284245,0.16580823113238027
ak002e439z6u,2002-10-21,13.0,23,45,9.933333333333334,109.9544694498804,1.2221518034877321,0.49708619545173965
ak002e439z6u,2002-10-22,12.0,0,0,9.95,111.57560556642746,0.9978208670914419,-0.5131891137436217
ak002e439z6u,2002-10-22,12.0,0,15,9.958333333333332,113.33333333333331,1.0558097586194328,-0.18296981054882824
ak002e439z6u,2002-10-22,12.0,0,30,9.916666666666666,113.33333333333331,1.1147450970996646,0.14550529185790145
ak002e439z6u,2002-10-22,12.0,0,45,9.883333333333336,120.0,0.9869227784844649,0.4819343549575242
ak002e439z6u,2002-10-22,12.0,1,0,9.875,109.8634083496412,0.9802882476329203,-0.5091521171557327
ak002e439z6u,2002-10-22,12.0,1,15,9.95,109.8634083496412,0.9647520405362274,-0.17753859736364277
ak002e439z6u,2002-10-22,12.0,1,30,9.95,109.8634083496412,0.9533310702687872,0.1525609989728143
