time,latitude,longitude,mag,id,date,prep_zone_in,prep_zone_out,dist,sonde,sonde_lat,sonde_lon
02:32:43.100000,45.659,142.695,4.7,usp000ccgp,2003-11-10,104.9542428652322,209.9084857304644,84.744148313311,WK545,45.39,141.68
01:06:28.280000,37.812,142.619,7.0,usp000cbpa,2003-10-31,1023.2929922807537,2046.5859845615073,845.2709273523026,WK545,45.39,141.68
09:06:55.340000,42.648,144.57,6.7,usp000c9x7,2003-10-08,760.3262769401822,1520.6525538803644,382.72029558357315,WK545,45.39,141.68
02:36:53.140000,42.45,144.38,6.5,usp000c90r,2003-09-29,623.7348354824192,1247.4696709648383,392.0329836918426,WK545,45.39,141.68
04:44:17.850000,46.26600000000001,143.035,5.2,usp000c8nw,2003-09-26,172.18685749860077,344.37371499720155,143.40277415425575,WK545,45.39,141.68
21:08:00.030000,41.773999999999994,143.593,7.4,usp000c8mb,2003-09-25,1520.5475297324954,3041.0950594649908,430.4033512819095,WK545,45.39,141.68
19:50:06.360000,41.815,143.91,8.16,official20030925195006360_27,2003-09-25,3227.007687515532,6454.015375031064,436.05439445667207,WK545,45.39,141.68
12:30:59.380000,45.62600000000001,142.246,4.6,usp000c6j8,2003-09-02,95.0604793656281,190.1209587312562,51.42337138992184,WK545,45.39,141.68
06:25:31.950000,47.151,139.248,6.8,usp000c3fr,2003-07-27,839.4599865193973,1678.9199730387945,271.0118302859702,WK545,45.39,141.68
09:24:33.400000,38.849000000000004,141.56799999999996,7.0,usp000by66,2003-05-26,1023.2929922807537,2046.5859845615073,726.6052031596955,WK545,45.39,141.68
05:01:40.270000,44.148999999999994,141.799,5.9,usp000br06,2003-02-19,344.3499307633384,688.6998615266768,138.23026529078112,WK545,45.39,141.68
04:53:53.540000,47.824,146.209,7.3,usp000bhv1,2002-11-17,1377.2094688939458,2754.4189377878915,439.8731659892734,WK545,45.39,141.68
17:19:30.270000,43.751999999999995,130.666,7.3,usp000b73z,2002-06-28,1377.2094688939458,2754.4189377878915,892.8442673011114,WK545,45.39,141.68
18:05:48.490000,44.648,141.33100000000005,4.6,usp000b278,2002-04-11,95.0604793656281,190.1209587312562,86.92716364774974,WK545,45.39,141.68
16:56:08.200000,46.083,142.719,5.5,usp000ay39,2002-02-09,231.73946499684774,463.4789299936955,111.6761260904573,WK545,45.39,141.68
10:13:01.110000,44.79,147.196,6.2,usp000a6j0,2000-12-22,463.44691973628795,926.8938394725759,439.2364233084329,WK545,45.39,141.68
21:13:02.710000,48.786,142.246,6.8,usp0009xws,2000-08-04,839.4599865193973,1678.9199730387945,379.97697487147235,WK545,45.39,141.68
09:43:36.460000,45.68,142.16,4.8,usp0009t07,2000-05-15,115.87773561551262,231.75547123102524,49.4422218496236,WK545,45.39,141.68
04:33:51.810000,45.95,142.373,4.7,usp0009skv,2000-05-08,104.9542428652322,209.9084857304644,82.4007040322013,WK545,45.39,141.68
14:21:07.340000,43.04600000000001,146.83700000000005,6.8,usp0009msf,2000-01-28,839.4599865193973,1678.9199730387945,487.3625139333271,WK545,45.39,141.68
20:11:23.400000,41.04600000000001,142.308,6.4,usp000amdw,2001-08-13,564.9369748123029,1129.8739496246058,485.2907881536164,WK545,45.39,141.68
00:40:50.600000,44.268,148.393,6.7,usp000afg1,2001-05-25,760.3262769401822,1520.6525538803644,545.1370347441879,WK545,45.39,141.68
13:04:11.250000,45.196999999999996,141.351,4.6,usp000ab0e,2001-03-06,95.0604793656281,190.1209587312562,33.55776257031876,WK545,45.39,141.68
05:58:22.430000,46.815,144.525,6.1,usp000aadp,2001-02-26,419.7589839910073,839.5179679820146,271.03889992490383,WK545,45.39,141.68
17:52:02.830000,45.78100000000001,141.83100000000005,4.7,usp0009jdf,1999-12-02,104.9542428652322,209.9084857304644,45.026336152007715,WK545,45.39,141.68
17:35:31.350000,45.575,142.656,5.0,usp0009evm,1999-09-22,141.2537544622754,282.5075089245508,79.02694120809583,WK545,45.39,141.68
17:59:22.400000,43.032,143.835,6.2,usp00097v1,1999-05-12,463.44691973628795,926.8938394725759,313.52205619560897,WK545,45.39,141.68
13:10:34.080000,43.607,130.35,7.1,usp00095z9,1999-04-08,1129.7959146727976,2259.591829345595,921.773886565503,WK545,45.39,141.68
06:59:39.910000,41.977,140.66,6.2,usp0005cz6,1992-08-24,463.44691973628795,926.8938394725759,388.01156136866905,WK545,45.39,141.68
08:36:58.700000,39.419000000000004,143.33,6.9,usp0005b1c,1992-07-18,926.8298233793495,1853.659646758699,676.9887510842827,WK545,45.39,141.68
11:08:55.360000,41.457,142.031,6.2,usp0005aqu,1992-07-12,463.44691973628795,926.8938394725759,437.88244615262573,WK545,45.39,141.68
09:31:27.590000,44.695,149.482,6.5,usp0005am7,1992-07-10,623.7348354824192,1247.4696709648383,619.2902599432739,WK545,45.39,141.68
05:51:03.740000,45.70399999999999,142.263,6.0,usp000596d,1992-06-16,380.1893963205613,760.3787926411226,57.364714287176916,WK545,45.39,141.68
04:49:28.960000,44.96,141.55100000000004,4.5,usp00052h5,1992-02-02,86.09937521846008,172.19875043692016,48.85210504522045,WK545,45.39,141.68
02:44:02.170000,45.313,142.003,4.7,usp000642y,1993-11-23,104.9542428652322,209.9084857304644,26.718833949197677,WK545,45.39,141.68
19:42:41.910000,41.985,139.839,6.5,usp0005y2x,1993-08-07,623.7348354824192,1247.4696709648383,406.3623421976597,WK545,45.39,141.68
07:08:02.790000,44.32100000000001,142.041,5.0,usp0005x0d,1993-07-20,141.2537544622754,282.5075089245508,122.17549733502972,WK545,45.39,141.68
